recall_number,product_description,reason_for_recall,recalling_firm,classification,status,voluntary_mandated,distribution_pattern,code_info,product_type,city,state,country,recall_initiation_date,center_classification_date,report_date,event_id
F-1407-2015,"Weis  Veggie Chips  Net Wt. 6 oz.  Packed For Weis Markets, Inc. Sunbury, PA 17801  With code dates: 10 Dec 2014 thru 7 Apr 2015    Natures Place  Veggie chips  Net Wt. 6 oz  Distributed By: DZA Brands, LLC, Salisbury NC 28147/Scarborough, ME 04074  With code dates: 15 Dec 2014 thru 10 Apr 2014      Market Basket  Veggie Chips   Net Wt. 6 oz  Distributed by: DeMoulas Supermarkets, Inc. Tewksbury, MA 01876  With code dates: 22 Jan 2015 thru 21 Mar 2015",Firm's sodium claims of 55 g/serving is incorrect. Product analyzed and found to contain shows approx. 290 mg/serving size,Keystone Food Products Inc,Class III,Terminated,Voluntary: Firm initiated,ME VT NH MA RI CT NY PA,10 Dec 2014 thru 7 Apr 2015  15 Dec 2014 thru 10 Apr 2014  22 Jan 2015 thru 21 Mar 2015,Food,Easton,PA,United States,20141216,20150309,20150318,70067
F-0476-2023,"Bistro To Go, Egg Salad Wheat, Net Wt. 5.5 Oz. Single Serving, Keep refrigerated","On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .","FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",Class I,Terminated,Voluntary: Firm initiated,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",UPC Code : 813141022127,Food,Baltimore,MD,United States,20230203,20231017,20230322,91653
F-0403-2023,"Cayenne Pepper  1 pound jars, and 5 pound jars",Product was found to have an elevated amount of Aflatoxin,Tampico Spice Company Inc,Class II,Terminated,Voluntary: Firm initiated,"CA, WA, AZ, OR, UT, TX, NV, NJ",Lot #2112245,Food,Los Angeles,CA,United States,20230202,20230303,20230301,91624
H-0124-2026,"Ready Meals Smoked Mozzarella With Hot Links Extra Large, UPC 200003 #####. Product was made in-store with store generated scale label applied to the container.    Sold under store banners Carrs-Safeway, Eagle, and Safeway in AK",Listeria monocytogenes. Albertson's store-made deli items contain a recalled Penne pasta ingredient which was recalled due to Listeria monocytogenes.,Albertsons Companies LLC,Class I,Terminated,Voluntary: Firm initiated,"Distributed in AK, AR, AZ, CA, CO, HI, LA, NE, NM, NV, OK, SD, TX, UT, and WY.",Sell Thru Dates: SEP 25 25 Thru OCT 4 25,Food,Boise,ID,United States,20250926,20251022,20251029,97724
F-1796-2015,"Cajun Seasoning, 4 oz., UPC: 811267011735.  Product is packaged in a plastic bottle with a black flip-top lid.",Product may contain undeclared peanut protein.,The Spicemill LLC.,Class I,Terminated,Voluntary: Firm initiated,Product was distributed in the State of CT.,"Lot Code:  1432421, Best By: 12/16,1/17",Food,Manchester,CT,United States,20150128,20150330,20150408,70423
F-0193-2021,"OUR SPECIALTY; Cake Truffles; Variety; Chocolate; Cookies 'N Creme; NO: Artificial Colors, Flavors, or High  Fructose Corn Syrup; Net Wt. 19.5 oz(1 LB 3.5 oz) (552 g)",Product contains undeclared wheat.,Rich Products Corp,Class II,Terminated,Voluntary: Firm initiated,"OK, MO, NC, MS, LA, KS",UPC: 87574 55501   Lot: C189 0239,Food,Buffalo,NY,United States,20201222,20210105,20210113,87025
F-2617-2016,"Federico's Mexican Cookies Excelente Variedad, Net Wt. 21oz, 10packs/case, UPC 9154450521.",Federico's Bakery is recalling Mexican Cookies because it contains undeclared milk as the sub ingredient for butter.,Federico's Bakery,Class II,Terminated,Voluntary: Firm initiated,CA,none,Food,Duarte,CA,United States,20160912,20160927,20161005,75169
F-1276-2013,"Taco Seasoning, Net Wt. 1.25 lb and 5.75 lb. Distributed by Decoty Coffee Company, San Angelo, TX 76903, 800-588-8001. The products come in 1.25lb and 5.75lb sizes and are distributed in plastic spice containers with resealable lids.","Recently, DeCoty Taco Seasoning, 1.25 lb (Lot numbers 010111-021313) and 5.75 lb (Lot numbers 010111-021313), were recalled for the undeclared ingredient Soy. Tests show that these lot numbers of this product also contain the undeclared ingredient Wheat Gluten, therefore represents a potential health hazard.","Decoty Coffee Company, Inc",Class II,Terminated,Voluntary: Firm initiated,"Mainly in TX, but internet sales were nationwide.",The item code numbers are 71400 (1.25 lb) and 71410 (5.75 lb) with lot numbers from 010111 through 021313.,Food,San Angelo,TX,United States,20130325,20130328,20130403,64721
F-1280-2022,"dibz Lunch Blox.  Entree, Grain, Veggie, Fruit",Potential Salmonella contamination.,General Mills James Ford Bell Technical Center,Class I,Terminated,Voluntary: Firm initiated,"CA, GA, LA, MI, MO, NH, NJ, NY, OR, PA, TX","Lunch ID's:  1016.2, 1017.3, 1025.1, 1026.2, 1026.3, 1029.2, 1029.3, 1032.3, 1032.4, 1033.1, 1034.3, 1034.4, 1035.1, 1036.4. 1036.5, 1038.3, 1042.1, 1046.1, 1050.2, 1051.2",Food,Golden Valley,MN,United States,20220522,20220608,20220615,90290
F-1526-2013,"IGA Brand Vanilla & Chocolate Ice Cream, 1.75 Quart","Undeclared allergens: Almonds, Coconut, Soy Lecithin",Dairy Fresh LLC,Class I,Terminated,Voluntary: Firm initiated,"FL, GA KY, NC, OH, PA, SC, TN and WV.","UPC #4137046131, Plant Code 3783, Sell by dates: 06-08-13  07-19-13, 08-02-13, 08-13-13 and 08-27-13.",Food,Winston Salem,NC,United States,20130508,20130612,20130619,65142
F-1181-2013,Publix 7 inch Chocolate with Chocolate butter cream layer cake  Scale ID Number * 002-95954-00000 *The last five digits of the scale ID number contain the unit price. For example $4.99 would have the last five digits ending 00499.,Maplehurst Deli-Bake South Inc. the cake supplier notified Publix Super market of a contamination with Listeria Monocytogenes on 11/15/2012.,"Publix Super Markets, Inc.",Class I,Terminated,Voluntary: Firm initiated,Florida,"Recalled products were distributed from November 11, 2012 through November 15, 2012.",Food,Lakeland,FL,United States,20121115,20130313,20130320,64493
F-2620-2016,"Triana Family Brioche Donuts Bavarian Cream Net Wt. 0.75 LBS (340 g)  12 -24 Jabez St., Newark, NJ 07106 UPC 000260003995    packaged in a clear plastic clam shell container",Brioche Donuts- Bavarian Cream contain undeclared FD&C yellow #5 and FD&C yellow #6.,"PAO DE MILHO III, LLC",Class II,Terminated,Voluntary: Firm initiated,NJ,9/13/2016,Food,Newark,NJ,United States,20160830,20160928,20161005,75185
F-0490-2016,"Keim's Garden Harvest pickled zesty mustard eggs Ingredients: eggs, water, vinegar, sugar, salt***yellow #5, red #40*** Manufactured by: Keim's Garden Harvest (937) 515.4518 2232 Honeysuckle Lane Wellston OH 45692 1 PT (17 oz 502 ML) UPC 6 09788 83464 9, 32 oz 6 09788 83459 5",The firm was manufacturing acidified foods without a license.,Garden Harvest,Class II,Terminated,Voluntary: Firm initiated,"Product was shipped to the following states: OH, FL, WV",All Codes,Food,Mc Arthur,OH,United States,20150812,20160114,20160120,71962
F-1749-2013,"Jacqueline's GOURMET COOKIES Raspberry Burst Cookies, Net Wt. 11 oz (8 units in total) packed in clear plastic with white labeling---Shelf life is 12 months frozen and 7 days after baked.",Undeclared Milk allergen,Price Chopper Golub Corperisable Warehouse,Class II,Terminated,Voluntary: Firm initiated,"Price Chopper stores in NY, NH, MA, VT, PA and CT.","Store Item Code: 3552393, UPC:4173522009   Lot Numbers: PB18363-4, PB18363-5, PB18363-6, PB18363-7, PB18363-8, PB18363-9, PB18363-15, PB18363-16, PB17833-3, PB18325-3, PB20781-3, PB20781-4, PB20781-5, PB20781-6",Food,Schenectady,NY,United States,20130621,20130725,20130731,65557
F-1035-2020,"Banana Chocolate Creme Chocolate covered protein bars, packaged in metalized polypropylene wrappers, packed in 6 count to 18 count boxes, net wt. ranges from 53 to 58 grams.",Products may be moldy prior to the end of the stated shelf life.,BUILT BRANDS LLC,Class II,Terminated,Voluntary: Firm initiated,Nationwide in U.S. and Canada.,"2004524, date 20045, Expiration 10/14/2020;  2005724, date 20057, Expiration 10/26/2020;",Food,American Fork,UT,United States,20200624,20200728,20200805,85963
F-1852-2014,Cheddar Cheese Ball and Logs sold under the following sizes and brands:    1. Aldi label in 10 ounce balls (1087 / #7713) in film overwrap;     2.   Win Schuler Original label in 10 ounce balls (55560) and logs (55570) in film overwrap; 3. CP in 8 ounce cheese logs (CH111000) in film overwrap.,"Various Peanut butters, cheese spreads, cold pack cheese, salsa, cheese balls/logs have the potential to be contaminated with Listeria monocytogenes.",Parkers Farm Inc,Class I,Terminated,Voluntary: Firm initiated,Nationwide.  No distribution outside the US.,Sell by Date before 3/20/2015,Food,Coon Rapids,MN,United States,20140321,20140416,20140423,67806
F-1028-2023,A21470	BATTER MIX X1	50.00	BAG,Products may contain Salmonella,"Newly Weds Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",SE012523A SE110222C SE110722A,Food,Chicago,IL,United States,20230526,20230705,20230712,92423
F-1467-2012,"Santos Brand, Garam Masala (Indian Spice Mix) packed in clear plastic bags,  7 ounces, 16 ounces","The recall was initiated after it was discovered during a routine inspection that the products i.e. various kinds of flours, legumes and spices were cross packaged on shared equipment with peanuts and wheat flour.  The products i.e. various kinds of flours, legumes and spices were distributed in packaging that did not reveal the presence of peanuts or wheat, but may contain traces of it.",Santos Inc.,Class I,Terminated,Voluntary: Firm initiated,Distributed to retail markets in Northern California.,There is no UPC code/lot code/expiration date on products.,Food,San Leandro,CA,United States,20120518,20120618,20120627,61893
F-0037-2022,"Chocolate & the Chip  Peanutbutter Spice Cookies: 4 oz / 114 grams per pack. Cookies are packaged in uniform pairs in a food grade clear resealable bag and label  Corrected Ingredients:  Ingredients: All purpose flour (bleached wheat flour, malted barley flour, niacin, reduced iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid, ascorbic acid) unsalted butter (pasteurized cream, natural flavorings), eggs, semi sweet chocolate chips (sugar, chocolate, cocoa butter, milkfat, soy lecithin, natural flavors), light brown sugar, white granulated sugar, peanut butter (Roasted peanuts 91.5% Dextrose - 6% Hydrogenated vegetable oil (rapeseed, cottonseed, soybean) - 2% Salt - .5%), cinnamon chips (Sugar, partially hydrogenated palm kernel oil, cocoa powder, natural and imitation cinnamon flavor, salt, soy lecithin, and vanillin, pure vanilla extract (vanilla bean extractives in water and alcohol), Himalayan salt, baking soda (sodium bicarbonate), instant decaf coffee (decaffeinated instant coffee, caramelized sugar), cinnamon, salt flakes. Contains: wheat, milk, eggs, soy, tree nuts (peanuts)   Labels found during the inspection had undeclared wheat, milk, soy. Firm had listed ingredients on packaging but what was missing were the sub ingredients and allergen containment.",Inspection by the California Department of Public Health found undeclared allergens in numerous bakery products.,Chocolate and the Chip,Class II,Terminated,Voluntary: Firm initiated,Nationwide distribution,"Product manufactured from July 1, 2021 to 9-30-21.",Food,Inglewood,CA,United States,20211005,20211020,20211027,88824
F-0913-2024,"Fresh Local , Country Corner Dairy,  YELLOW COLBY CHEESE, INGREDIENTS: Pasteurized Milk, Salt , Rennet, Calcium Chloride,  Cheese Culture, Contains Milk. Product comes in various sizes, 6 oz. up to 42 lbs. and is in vacuum sealed plastic packaging.",Product was made with a lack of proper pasteurization.,"Country Corner Dairy, LLC",Class II,Terminated,Voluntary: Firm initiated,"The recall product was distributed to the following states : MD, VA",100923,Food,Cullen,VA,United States,20240201,20240222,20240228,93957
F-0736-2018,"Wienke's Market Strawberry Raspberry Jam, Net Wt. 8 oz (226g), UPC 14106-00235.    Refrigerate after opening.  Ingredients:  strawberries, raspberries, sugar, pectin.",Jams and Jellies are made with butter which is not declared on the label.,Wienke LLC,Class II,Terminated,Voluntary: Firm initiated,"AL, AK, IA,, IL, MI, MN, OR, PA, UT, WI","Jams and Jellies produced prior to January 17, 2018",Food,Algoma,WI,United States,20180119,20180202,20180214,78982
F-0845-2017,"Harris Teeter, Kabob Kit 23oz",Products may be contaminated with Listeria monocytogenes.,"Country Fresh Products, LLC",Class I,Terminated,Voluntary: Firm initiated,"AL, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA and WV.","BEST IF USED BY dates between August 11, 2016 through August 17, 2016.",Food,Houston,TX,United States,20160825,20170105,20170111,75061
F-0656-2020,"Premo and Fresh Grab Chicken Salad Wedge Sandwich, 5 oz., UPC: 612510002032",Products recalled due to potential contamination with Listeria monocytogenes,"Lipari Foods Operating Company, LLC.",Class I,Terminated,Voluntary: Firm initiated,"The products were distributed exclusively by Lipari Foods in Warren, Michigan to food service and retail stores throughout Alabama, Florida, Iowa, Illinois, Indiana, Kentucky, Maryland, Michigan, Minnesota, Missouri, Ohio, Pennsylvania, Tennessee, West Virginia, and Wisconsin.",All product with Best By date of 2/6/20 and prior,Food,Warren,MI,United States,20200106,20200206,20200212,84660
F-1154-2016,"Iowa Select Herbs LLC, Burdock Root, www.iowaselectherbs.com, 4 fl. Oz.., Cedar Rapids, IA 52402","Pursuant to a consent decree for injunctive relief the recalling firm was ordered to recall all products because they are misbranded, unapproved new drugs and adulterated dietary supplements.",Iowa Select Herbs LLC,Class III,Terminated,FDA Mandated,"The recalled product was distributed to retail stores in CA, FL, GA, IA, MI, MO, MT, NY, and SC and consumers nationwide and internationally in Denmark, Canada, UK, Australia, and Serbia.","Lot - 20771, Expires - 04/2020",Food,Cedar Rapids,IA,United States,20150911,20160502,20160511,72083
F-0302-2021,"20 Mile Rhubarb, Organic Frozen Custard, Contents:  One U.S. Pint and 86 oz. Scoopers.  UPC 50005-48811.  Made by Barron County Organics, LLC, 10-Mile Organic and Local General Store, 796 29 3/4 Ave. Barronett, WI  54813.",Ingredients were not pasteurized after blending as required by State of Wisconsin.,Barron County Organics,Class II,Terminated,Voluntary: Firm initiated,MN and WI,"Batch #   00063020-011, 00071620-011.",Food,Barronett,WI,United States,20210203,20210217,20210224,87244
F-0504-2018,"DARK CHOCOLATE CHERRY, 16 oz., 25 pound bulk case","Rockys Historic Eastern Market initiated a voluntary recall of DARK CHOCOLATE CHERRY, and DARK CHOCOLATE CRANBERRY due to undeclared allergen milk following a supplier's recall.",Rocky'S Historic Eastern Market,Class II,Terminated,Voluntary: Firm initiated,Domestic: MI,"Distributed between 7/15/2016 to 10/30/2017, there are no lot codes or UPC codes",Food,Detroit,MI,United States,20171108,20171218,20171227,78597
F-2662-2017,"Whole Foods 12/12oz Oven Ready Breaded Calamari Rings,  Item Number: B1322",Product may contain undeclared milk.,High Liner Foods Inc.,Class II,Terminated,Voluntary: Firm initiated,Nationwide,Lot Number: 0027114130,Food,Portsmouth,NH,United States,20170609,20170815,20170823,77489
F-1347-2017,"E.S.P. Pre-Workout, Energy Stimulant Pre-workout, Powder, 300 g, blue raspberry flavor  (UPC 764779-410728.","Products contain Picamilon and/or methylpentane citrate (DMBA),  which are not recognized as a dietary ingredients","IQ Formulations, LLC",Class II,Terminated,Voluntary: Firm initiated,Unknown,"Lots: 1600807 (Exp 01/11/2019), 1520115 (Exp 12/26/2019), 1603701 (Exp 02/06/2019), 1603702 (Exp 02/06/2019), 1603901 (Exp 02/08/2019), 1603903 (Exp 02/08/2019), 1600806 (Exp 01/11/2019), 1603902 (Exp 02/09/2019), 1604602 (Exp 02/15/2019), 1604601 (Exp 02/15/2019), 1604701 (Exp 02/16/2019), 1604604 (Exp 02/15/2019), 1604603 (Exp 02/15/2019), 1604702 (Exp 02/22/2019), 1604404 (Exp 02/13/2019), 1605601 (Exp 02/25/2019), 1605510 (Exp 02/24/2019), 1605602 (Exp 03/03/2019), 1605509 (Exp 02/24/2019), 1619601 (Exp 07/14/2019), 1619601 (Exp 07/14/2019), 1620401 (Exp 07/22/2019), 1620402 (Exp 07/22/2019), 1620403 (Exp 07/22/2019), 1600708 (Exp 07/08/2019), 1603602 (Exp 02/05/2019), 1603604 (Exp 02/25/2019), 1603603 (Exp 02/05/2019), 1604205 (Exp 02/11/2019), 1604204 (Exp 02/11/2019), 1604203 (Exp 02/11/2019), 1604301 (Exp 02/12/2019), 1604302 (Exp 02/12/2019), 1604303 (Exp 02/12/2019), 1605307 (Exp 02/22/2019), 1605106 (Exp 02/20/2019), 1605105 (Exp 02/20/2019), 1605506 (Exp 02/24/2019), 1605507 (Exp 02/24/2019), 1605508 (Exp 02/24/2019), 1622304 (Exp 08/10/2019), 1603904 (Exp 02/08/2019), 1603905 (Exp 02/08/2019), 1604003 (Exp 02/09/2019), 1604004 (Exp 02/09/2019), 1604005 (Exp 02/09/2019), 1604002 (Exp 02/09/2019), 1604006 (Exp 02/09/2019), 1604806 (Exp 02/17/2019), 1604709 (Exp 02/16/2019), 1604708 (Exp 02/16/2019), 1604903 (Exp 02/18/2019), 1604805 (Exp 02/17/2019), 1604807 (Exp 02/17/2019), 1604003 (Exp 02/09/2019), 1605610 (Exp 02/25/2019), 1604001 (Exp 02/09/2019), 1600707 (Exp 01/09/2019), 1603204 (Exp 02/03/2019), 1603601 (Exp 02/05/2019), 1603509 (Exp 02/04/2019), 1604103 (Exp 02/10/2019), 1604201 (Exp 02/11/2019), 1604101 (Exp 02/10/2019), 1604202 (Exp 02/11/2019), 1604102 (Exp 02/10/2019), 1604104 (Exp 02/10/2019), 1605003 (Exp 02/19/2019), 1605002 (Exp 02/19/2019).1605007 (Exp 02/19/2019), 1604905 (Exp 02/18/2019), 1604906 (Exp 02/18/2019), 1604904 (Exp 02/18/2019), 1605001 (Exp 08/05/2019), 1622303 (Exp 08/10/2019).",Food,Sunrise,FL,United States,20160816,20170125,20170201,75110
F-0119-2025,"Oregon Orchards Banana Smoothie Mix. Product is packaged in the same square 0.5gallon HDPE plastic bottles and the volume is 68 fl oz.  Ingredients: Sugar, banana puree, water, natural flavor, citric acid, xanthan gum, sodium benzoate (to help protect flavor-1/10 of 1%), vanilla extract. Made by: MyChai, Inc. 1110 SE Centennial St. # 6, Bend, OR 97702  Up until fall of 2023, expiration dates were 2 years from the date of production. In the fall of 2023 expiration dates were extended an additional year to 3 years from the production date.",Acidified product is recalled due to lack production record.,My Chai Inc,Class III,Terminated,Voluntary: Firm initiated,Nationwide,Batch numbers and Expiration Dates:  RC080321-BANASM 8/3/23 RC060321-BANASM 6/3/23 RC111921-BANASM 11/19/23 AH042822-BANASM 4/27/24 RC062422-BANASM 6/23/24 RC091622-BANASM 9/15/24 RC071523-BANASM 7/14/25 RC112023-BANASM 11/19/26,Food,Bend,OR,United States,20240821,20241104,20241113,95346
