status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info
Ongoing,Thomasville,GA,United States,Class I,Food,89239,Flowers Foods (Corporate Offices),1919 Flowers Cir,N/A,31757-1137,Voluntary: Firm initiated,Press Release,"Product was shipped to the following states: AZ, CA, CO, NM, NV, and WY.",F-0363-2022,"Nature's Own Honey Wheat Bread, NET WT 20 oz (1LB 4 OZ) 567g, DISTRIBUTED BY FLOWERS BAKERIES, LLC THOMASVILLE, GA 31757 Single loaf UPC 0 72250 03706 8 & Double pack UPC 0 72250 00539 5","8,520/20oz loaves",Undeclared milk,20211217,20220105,,20220112,BEST IF USED BY 12-26-21 Product Codes 128 346 03:00 through 128 346 05:00,
Terminated,Inver Grove Heights,MN,United States,Class II,Food,90694,"Russ Davis Wholesale, LLC",6085 Claude Way,N/A,55076-4432,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","IA, MI, MN, ND, SD, WI",F-1784-2022,"Dragon Fruit Mix.   Contains:  Mango, Dragon Fruit, Pineapple, Clementines, Blueberries.   Keep Refrigerated.   Item 89348.  Net Wt. 16 oz.  Kowalski's Markets.","87,915 units total",Various vegetable and fruit products are recalled due to inadequate sanitizer in wash water.,20220729,20220922,20220923,20220928,"Lot Code:   X5942772, X5948023, X5953275, X5959340, X5964729, X5969951, X5976102, X5981660, X5986905, X5993058, X5998376.         Use by Dates:   7/9-8/1/2022",
Terminated,Auburn,WA,United States,Class I,Food,97886,"Seoul Trading, Inc.",1610 Boundary Blvd,,98001-6578,Voluntary: Firm initiated,Other,Distributed in OR and WA,H-0191-2026,"Item IL1014A, PIGGY Lotte Crispy Crunch Ice Cream Cone, Strawberry flavor, Keep Frozen, (4/5/160ML), UPC 8801118255045. Product of Korea.  The label of recalled product declared: Ingredients: Cone snack, Strawberry syrup, Biscuit, Chocolate spray, Topping Chocolate, Ice cream mix (Sugar, Mixed milk powder, Processed Butter, Processed oligosaccharide, Mixed formulation, Natural vanilla flavor, synthetic vanilla flavor, water) CONTAIN: Milk.",78 cases distributed,Undeclared peanut.,20250110,20251113,20251125,20251119,Expiration Date: 2/13/2026 Batch 240531-IL1014A-001,
Terminated,Aurora,IL,United States,Class II,Food,66734,"Simply D'Lish, LLC",291 Aspen Lane,N/A,60504,Voluntary: Firm initiated,Telephone,"US: IL, WI",F-0700-2014,"Sea Salt Chocolate Chip Cookie, 3-oz (85g), individually wrapped in plastic and labeled in part: Manufactured for Simply D'lish, LLC.; Aurora, IL 60504; www.simplydlish.biz","23 cases (2,640 cookies)","On the back label of the individual cookie, the milk allergen was not declared in the allergen statement, however, butter was listed as an ingredient.",20131029,20131203,20160411,20131211,Lot Code: 13220,
Terminated,Willoughby Hills,OH,United States,Class I,Food,90017,Produce Packaging Inc,27853 Chardon Rd,,44092-2703,Voluntary: Firm initiated,E-Mail,Products were distributed to IL and OH.,F-1015-2022,Produce Packaging Inc. brand Spicy Southwest Grain Bowl in a 11.75oz plastic bowl with a plastic lid. One bowl per case.,21 cases,Undeclared wheat on product label.,20220414,20220427,20220504,20220504,Lots: X0736829 and X0740519    Product Number: PP#51648    Best Buy Dates: 04/12/22-04/20/22,
Terminated,S El Monte,CA,United States,Class I,Food,70124,California Snack Foods Inc,2131 Tyler Ave,N/A,91733-2754,Voluntary: Firm initiated,Press Release,"5 grocery chains in AZ, CA, NV, TX and UT and walk up customers at CA Snack Food store on premises.",F-1893-2015,"Karm'l Dapple;  Net Wt. 4 oz. (124g)  Red/Crunch  Sold in Single size and 3 pack and Halloween.  Ingredients: Fresh Selected Apples, Sugar, Water, Corn Syrup, Nonfat Dry Milk Solids, Cottonseed shortening and/or soybean oil,Peanuts and/or corn and soy cereal parts, flour, salt, lecithin, soda, Artifical Flavors and colors (FD&C Yellow #6, Yellow # 5, Blue# 1 and Red #40  Allergy Information: This product is manufactured on equipment that also processes peanuts and tree nuts (almonds, Walnuts, Pecans, Cashews and macadamia nuts).  UPC 0 79002 22434 9   A product of California Snack Foods, Inc.  So. El. Monte, CA 91733",All,Firm was notified by supplier of apples that Caramel apples may be associated with a current Listeria Monocytogenes outbreak.,20141227,20150406,20150407,20150415,"Best Buy dates of August 15, 2014 and November 28, 2014",
Terminated,Seattle,WA,United States,Class I,Food,70158,Full Tilt Ice Cream,9411 8th Ave S,N/A,98108-4903,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Distributed nationwide.,F-1054-2015,"Port Townsend Lavender ice cream, labeled in part, ""***Full Tilt ice cream Port Townsend Lavender***Ingredients: Cream, milk, skim milk, sugar, infusion of lavender buds, guar gum, carob bean gum, soy lecithin, carrageenan***Seattle WA 98106 www.fulltilticecream.com***"".      Ice cream is packaged in 16 oz paper containers, and 1.5 gallon and 3 gallon plastic tubs.  UPC code: 713757814621 for 16 oz container only","94 case, 6 per case","Full Tilt Brand ice cream is being recalled due to the potential to be contaminated with Listeria monocytogenes. These products contain ice cream mix, an ingredient manufactured and recalled by Snoqualmie Gourmet Ice Cream, Inc.",20141222,20150210,20150223,20150218,All products are coded with 7 digit code ending in 14x (ie: 0219142) produced before 12/19/2014.,
Terminated,City Of Commerce,CA,United States,Class I,Food,64058,Unified Grocers Inc.,5200 Sheila Street,,90040,Voluntary: Firm initiated,Letter,"WA, OR",F-0949-2013,"Kinnikinnick Foods Pie Crusts, 10.2 oz, Item  code: 21-35265, UPC 6-20133-00600.",5 cases (30 units),Unified Grocers is recalling Kinnikinnick Pie Crust because it contains undeclared egg allergen.,20121231,20130128,20130301,20130206,Lot code: BB2013DE12,
Terminated,Elmwood Park,NJ,United States,Class I,Food,74182,Dr. Praeger'S Sensible Foods,9 Boumar Pl,,07407-2615,Voluntary: Firm initiated,Letter,US Nationwide and Foreign,F-1643-2016,"Dr. Praeger's Tex Mex Veggie Burgers, 6 x 10 oz. (283g)/box, Best if used by: Jan -4-2018, UPC (01) 6 0080868 00048 , Dr. Praeger's Sensible Foods, Elmwood Park, NJ 07407","1,284 cases",Dr. Praeger's Sensible Food/Ungar's Food Products is voluntarily recalling various not-ready-to eat frozen products because they may be contaminated with Listeria monocytogenes.,20160513,20160708,20171004,20160720,Lot #N16AE-11R    VBTM06  Case code: H16AI-03A Retail unit code: H16AI  Best by: 3/08/2018,
Terminated,Kent,WA,United States,Class III,Food,78290,"San Gennaro Foods, Inc",19255 80th Ave S,N/A,98032-1135,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, CO, FL, GA, IL, IN, MD, ME, MI, NJ, NY, OR, PA, SC, TX, VA, WA, WI and Canada.",F-0127-2018,"Traditional Polenta, San Gennaro brand, Pre-cooked Ready to Heat & Serve, 12/18 oz packages, UPC# 7-62676-15000-6     Traditional Polenta, San Gennaro brand, Pre-cooked Ready to Heat & Serve, 6/18oz packages, UPC# 7-62676-15000-6    Traditional Polenta, San Gennaro brand, Pre-cooked Ready to Heat & Serve, 12/24 oz packages, UPC# 7-62676-12400-7    Traditional Polenta, San Gennaro Canadian brand, Pre-cooked Ready to Heat & Serve, 12/24 oz packages, UPC# 7-62676-12400-7    Traditional polenta, Sun of Italy brand, Pre-cooked Ready to Heat & Serve, 12/24oz packages, UPC# 0-33698-81697-4    Traditional Polenta, Scarpone's brand, Pre-cooked Ready to Heat & Serve, 12/1 KG packages,  UPC# 7-77465-00236-7    Traditional Polenta, Italy brand, Pre-cooked Ready to Heat & Serve, 12/24oz packages, UPC#0-71742-99951-8    Ingredients: Water, Yellow Corn Meal,  Salt, Tartaric Acid, Ascorbic Acid, Beta Carotene",12/18oz and 6/18oz=8772 cases; 12/24oz=4869; 12/24oz Canadian=313; Sun of Italy=592; Scarpone's=1119; Italy=145,"Date coding ink was being printed directly on the food contact surface of packaging, allowing the ink to be in direct contact with the product.  The ink is not approved for food use.",20171013,20171108,20180518,20171115,"12/18oz codes: 010318, 010818, 012318, 012918, 021418, 022118, 030118, 030618, 031318, 040218, 040518, 040918, 041018, 041818, 042518, 051518, 052418, 061918.    6/18oz codes: 040218, 040918, 052418, 061918.     12/24oz codes: 012518, 020718,  021418, 030718, 031918, 032018, 041018, 042418, 050818, 050918, 061418.    12/24oz Canadian codes: 18JA25, 18FE14, 18MR19, 18MA09, 2018MA17.    Sun of Italy codes: 020718, 041018.    Scarpone's codes: 17117, 218AU17.     Italy code: 081418.",
Terminated,Calbuco,N/A,Chile,Class I,Food,82318,Procesadora Aguas Claras LTDA.,Camino Caicaen S/N,N/A,N/A,Voluntary: Firm initiated,Telephone,"AL, AZ, CA, FL, GA, WA WY",F-1211-2019,"Premium Sustainable Atlantic Salmon (Farm Raised);  22 lb. case - Master carton - corrugated cardboard box. Internal Packaging: IQF vacuum packed with tray.  Origin: Chili  Packed for Osamu Corporation, Carson, CA  For   institutional use only",157 cases,Direct customer tested Premium Sustainable Atlantic Salmon (Farm Raised) from Chile and had a positive result for Listeria monocytogenes.,20190304,20190329,20190712,20190410,"581213, Expiration 11-06-2020",
Terminated,Maple Ridge,N/A,Canada,Class I,Food,79970,Greenbelt Greenhouse Ltd,12766 203 St,N/A,N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",distributed in OR and WA in the U.S.,F-1468-2018,"Fresh Microgreen Mix, Greenbelt Microgreens brand, net wt. 75 gram. Product is packaged in a clear plastic clam shell container.  UPC 8 90082 00041 4",486 packages,Fresh Microgreen Mix product is recalled due to a potential to be contaminated with Listeria monocytogenes.,20180424,20180515,20180531,20180516,Best Before:  4/24/18  4/30/18,
Terminated,Troy,MI,United States,Class II,Food,68420,"Good Herbs, Inc.",550 Oliver Dr,N/A,48084-5468,Voluntary: Firm initiated,Letter,"National: AZ, CA, CT, FL, IN, ME, MI, MO, MS, NC, NH, NY, OH, OR, RI, TX, VA & WY  International: None reported",F-0171-2015,"Good Herbs, Inc., CT, 1 & 4 oz bottle, 550 Oliver Dr Troy, MI 48084 The Quality Herb That Works",Approximately 1099 total units for all products,Products not manufactured under GMP's,20140325,20141030,20160203,20141105,"All lots distributed on or after October 17, 2013.",
Terminated,San Antonio,TX,United States,Class II,Food,80210,H-E-B GROCERY COMPANY LP DBA HEB,646 S Flores St,N/A,78204,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Texas and Mexico,F-1562-2018,HEB Creamy Creations Orange & Cream Swirl Sherbet quart,"58,758 units",May contain broken metal pieces,20180530,20180613,20180904,20180620,UPC 4122083897; Best if used by: 12/10/2018 through 12/11/2018,
Terminated,Alsip,IL,United States,Class II,Food,95763,GRIFFITH FOODS LTD,11859 S Central Ave,,60803-3424,Voluntary: Firm initiated,Letter,"IL, NY, NC, WI, TX, TN, GA",F-0304-2025,"Item 42081001, 104023600 SPICY BREADING EXPORT, 50 lb. bag","25,903.154 lbs. (total)",potential for pieces of metal in product,20241101,20241219,20250307,20241225,LOT 575830,
Terminated,New Taipei City,N/A,Taiwan,Class II,Food,76812,"Kwei Chow Sauce Industry Co., Ltd.",Sanhaia Dist.,Lane 99; NO. 26 Heng Shi Road,N/A,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Product was distributed to at least three distributors in the US.,F-1837-2017,"Kwei Chow brand Mustard Strip with chili in oil, net weight 7.05 Oz, sauce in glass jars, shelf stable",8488 jars,Products contain undeclared wheat.,20170320,20170331,20170522,20170412,"Manufacturing Date  2017.01.04., 2016.10.07., 2016.01.13., 2015.11.30., 2015.09.23., 2015.08.25., 2015.04.29., 2015.03.10., 2015.01.28.      Ship dates 2017.01.12., 2017.01.12., 2016.01.21., 2015.11.26., 2015.09.10., 2015.09.10., 2015.03.26., 2015.03.26., 2015.02.12.    Expiry dates2019.01.03., 2018.10.06., 2018.01.12., 2017.11.29, 2017.09.22., 2017.08.24., 2017.04.28., 2017.03.09, 2017.01.27.    Codes W20190103, W20181006, W20180112, W20171129, W20170922, W20170824, W20170428, W20170309, W20170127",
Terminated,San Fernando,CA,United States,Class I,Food,74450,"Green Cuisine, Inc.",2021 1st St,,91340-2611,Voluntary: Firm initiated,Telephone,"US: CA, NV, and AZ",F-0692-2017,"Pesto Pasta Salad with Arugula, Net Wt. 16oz, UPC 857898004333",202 units,Green Cuisine is recalling Pesto Pasta Salad with Arugula because it may be contaminated with Listeria monocytogenes.,20160616,20161209,20161212,20161221,Lot code: 06/20,
Terminated,Monterey Park,CA,United States,Class I,Food,77596,YouBar,597 Monterey Pass Rd,N/A,91754-2416,Voluntary: Firm initiated,Telephone,Direct customers,F-2617-2017,"Nutrifuel - Paleo Nutrition Bar    Gluten Free, All Natural, 15 g protein    1.90oz. (54 g)    YouBar Inc. Monterey Park, CA.","5,184",Firm was notified by supplier that cashew butter used in protein bars is under recall due to the potential of Listeria monocytogenes.,20170614,20170719,20171205,20170726,1287-02    Expiration date: 11/4/2017,
Terminated,Oxnard,CA,United States,Class I,Food,55924,"Gills Onions, LLC",1051 Pacific Ave,,93030-7254,Voluntary: Firm initiated,Letter,Nationwide in the US and to Canada,F-1848-2012,"Diced Red Onions, 7oz, UPC 643550000412;  Diced Red Onions, Oignons rouge frais, en des, 198 grams, UPC 643550000450.  Diced Red Onions, 5lbs., ""Gills Onions"" Label, no UPC;  Diced Red Onions, 5lbs, ""Crossvalley"" label, no UPC.  Diced Red Onions, 5lbs, ""Markon"" label, no UPC.  Diced Red Oninos, 5lbs, ""Cisco"" label, no UPC.","787,457 lbs total",Gills Onions is recalling diced and slivered red and yellow onions and diced celery and onion mix because they may be contaminated by Listeria monocytogenes.,20120717,20120806,20121025,20120815,"USA Lot code: 22RAA1A2184 for 7oz., and   Canada Lot code: 22RAA1A2184 for 198g.    Recall expanded to include following lots:    USA lot code:  All lots on or before August 3, 2012.    Canada Lot code:  all lot codes on or before August 3, 2012.",
Terminated,San Fernando,CA,United States,Class I,Food,72213,Karoun Dairies,13023 Arroyo St,N/A,91340-1540,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",U.S. distribution nationwide.  Foreign distribution to the following; Canada and Malaysia,F-0080-2016,"Nabulsi Cheese  16 oz, 25 lb    UPC Codes:  7 96252 03225 7, 7 96252 00225 0, 7 96252 00223 6,  7 96252 00125 3    Product is vacuumed packed or packaged in pails.",1.6 million lbs. (total all cheese),Karoun Dairies is recalling all cheese manufactured from an identified manufacturer due to potential Listeria monocytogenes contamination.,20150916,20151021,20160412,20151028,Use by Dates up to:  12/29/2015,
Terminated,Nebraska City,NE,United States,Class II,Food,89371,"WayFare Health Foods, LLC.",1320 S 19th St,N/A,68410-2666,Voluntary: Firm initiated,Letter,"Distributed to food distributors in CA, FL, MD, MI, MT, NE, NY, PA, TX, and WA and directly to consumers from the firm's online store.",F-0630-2022,"Wayfare Dairy Free Butter Salted & Whipped,",610 cases,Product showed suspected mold growth prior to expiration date.,20220106,20220202,20220217,20220209,Best By: 03/23/2022,
Terminated,Beaverton,OR,United States,Class I,Food,66563,"Reser's Fine Foods, Inc.",15570 SW Jenkins Road,N/A,97006,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distribution was made to AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MO, MS, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TN, TX, VA, WI, WV AND WY.   Distribution was also made to Canada.",F-1180-2014,"Reser's Honey Chicken Salad Kit, Formula DR.105B32, packaged in 6/40-oz carton cases. Distributed by Reser's Fine Foods, Beaverton, OR.  UPC 7111711428",N/A,The recalled products are potentially contaminated with Listeria monocytogenes.,20131022,20131224,20170124,20140101,Use by dates 10/22/13 - 12/07/13.,
Terminated,Long Beach,CA,United States,Class I,Food,88119,Designed by Nature LLC,6737 E Coralite St,N/A,90808-4121,Voluntary: Firm initiated,Press Release,US distribution only from firms website,F-0763-2021,"Designed by Nature Cow's Milk Formula:  12 oz. plastic pouch.    Easy to Digest, Nutritionally Alive, Developed for All Life Stages.  For the Little Ones in Your Life.    UPC: 0 19962 28421 2",Cows Milk Formula 171.47 kg,"Products are deficient in multiple nutrients required for infant formula, and the firms contract manufacturer does not test for Cronobacter, a pathogen that can be particularly dangerous to infants and is sometimes found in powdered infant formulas.",20210614,20210706,20210716,20210630,"DN-10001-KG LOT#1200-009;  Expiration dates between May 01, 2021 thru June 11, 2022.",
